X,Y,TYPE,SPEED,DirType,Direction
-7.62267,38.84391,070RDPT,0,4,0
-7.14399,38.88063,070RDPT,0,4,0
-7.16822,38.88720,070RDPT,0,4,0
-9.34973,38.94399,070RDPT,0,4,0
-9.34835,38.95774,070RDPT,0,4,0
-8.98434,38.96377,070RDPT,0,4,0
-9.27770,39.02841,070RDPT,0,4,0
-8.14643,39.09903,070RDPT,0,4,0
-8.69695,39.13665,070RDPT,0,4,0
-8.61880,39.15216,070RDPT,0,4,0
-8.91931,39.16479,070RDPT,0,4,0
-9.27717,39.16506,070RDPT,0,4,0
-8.92400,39.16966,070RDPT,0,4,0
-8.92794,39.17198,070RDPT,0,4,0
-8.70694,39.21167,070RDPT,0,4,0
-8.69477,39.22194,070RDPT,0,4,0
-7.39583,39.24194,070RDPT,0,4,0
-7.44608,39.25873,070RDPT,0,4,0
-7.43476,39.27733,070RDPT,0,4,0
-7.45618,39.30111,070RDPT,0,4,0
-7.45617,39.35138,070RDPT,0,4,0
-7.54638,39.35596,070RDPT,0,4,0
-7.63611,39.48078,070RDPT,0,4,0
-8.66635,39.52865,070RDPT,0,4,0
-8.66259,39.53041,070RDPT,0,4,0
-8.83544,39.53765,070RDPT,0,4,0
-8.83512,39.65223,070RDPT,0,4,0
-8.82716,39.66147,070RDPT,0,4,0
-8.88123,39.67199,070RDPT,0,4,0
-8.83444,39.68452,070RDPT,0,4,0
-8.83253,39.68769,070RDPT,0,4,0
-8.36037,39.89490,070RDPT,0,4,0
-8.50253,39.90452,070RDPT,0,4,0
-8.40520,39.92118,070RDPT,0,4,0
-8.39007,39.92450,070RDPT,0,4,0
-8.58348,40.01395,070RDPT,0,4,0
-7.46571,40.06909,070RDPT,0,4,0
-8.44731,40.07511,070RDPT,0,4,0
-8.85620,40.11878,070RDPT,0,4,0
-8.47535,40.13193,070RDPT,0,4,0
-8.84976,40.13613,070RDPT,0,4,0
-8.84676,40.13785,070RDPT,0,4,0
-8.82969,40.17422,070RDPT,0,4,0
-8.82840,40.17744,070RDPT,0,4,0
-8.82920,40.18311,070RDPT,0,4,0
-8.82984,40.18671,070RDPT,0,4,0
-8.42149,40.19270,070RDPT,0,4,0
-8.82801,40.20297,070RDPT,0,4,0
-8.39522,40.21930,070RDPT,0,4,0
-8.40320,40.22399,070RDPT,0,4,0
-8.40580,40.22436,070RDPT,0,4,0
-8.41638,40.22616,070RDPT,0,4,0
-8.74489,40.37719,070RDPT,0,4,0
-8.74273,40.38561,070RDPT,0,4,0
-8.08292,40.50134,070RDPT,0,4,0
-7.88876,40.51184,070RDPT,0,4,0
-7.87871,40.56935,070RDPT,0,4,0
-7.20443,40.59825,070RDPT,0,4,0
-7.94009,40.62803,070RDPT,0,4,0
-8.46944,40.63861,070RDPT,0,4,0
-6.97121,40.63965,070RDPT,0,4,0
-8.62753,40.64514,070RDPT,0,4,0
-7.15709,40.68356,070RDPT,0,4,0
-8.55721,40.68810,070RDPT,0,4,0
-7.80313,40.72601,070RDPT,0,4,0
-6.91013,40.73476,070RDPT,0,4,0
-7.00797,40.74516,070RDPT,0,4,0
-8.48735,40.91451,070RDPT,0,4,0
-8.56030,41.15728,070RDPT,0,4,0
-7.58083,41.15805,070RDPT,0,4,0
-8.62492,41.18639,070RDPT,0,4,0
-8.62799,41.19730,070RDPT,0,4,0
-8.62733,41.20183,070RDPT,0,4,0
-8.62681,41.21798,070RDPT,0,4,0
-8.66063,41.22170,070RDPT,0,4,0
-8.22721,41.33769,070RDPT,0,4,0
-8.17579,41.34934,070RDPT,0,4,0
-8.21561,41.45105,070RDPT,0,4,0
-8.19604,41.45396,070RDPT,0,4,0
-8.29679,41.45405,070RDPT,0,4,0
-8.29490,41.45471,070RDPT,0,4,0
-8.28573,41.45478,070RDPT,0,4,0
-8.19283,41.45551,070RDPT,0,4,0
-8.22265,41.45663,070RDPT,0,4,0
-8.37508,41.50288,070RDPT,0,4,0
-7.25343,41.53936,070RDPT,0,4,0
-8.40384,41.54146,070RDPT,0,4,0
-8.42404,41.55780,070RDPT,0,4,0
-8.36931,41.56991,070RDPT,0,4,0
-8.74298,41.61365,070RDPT,0,4,0
-7.48403,41.72256,070RDPT,0,4,0
-8.28097,42.10800,070RDPT,0,4,0
-8.59321,37.16170,060RDPT,0,4,0
-7.41318,38.57550,060RDPT,0,4,0
-9.04728,38.61678,060RDPT,0,4,0
-8.95220,38.70685,060RDPT,0,4,0
-8.97062,38.70850,060RDPT,0,4,0
-8.98546,38.71241,060RDPT,0,4,0
-8.96124,38.71495,060RDPT,0,4,0
-8.95860,38.72010,060RDPT,0,4,0
-9.17293,38.72596,060RDPT,0,4,0
-9.17153,38.72775,060RDPT,0,4,0
-9.16883,38.73278,060RDPT,0,4,0
-9.17039,38.73571,060RDPT,0,4,0
-9.17050,38.74043,060RDPT,0,4,0
-7.21666,38.86705,060RDPT,0,4,0
-9.33893,38.93633,060RDPT,0,4,0
-9.34266,38.93787,060RDPT,0,4,0
-9.34683,38.94040,060RDPT,0,4,0
-9.34992,38.94333,060RDPT,0,4,0
-8.97339,38.95206,060RDPT,0,4,0
-9.38222,38.96960,060RDPT,0,4,0
-8.96474,39.02075,060RDPT,0,4,0
-7.09950,39.04249,060RDPT,0,4,0
-7.45790,39.19867,060RDPT,0,4,0
-8.05535,39.20830,060RDPT,0,4,0
-7.44162,39.29423,060RDPT,0,4,0
-7.50556,39.43222,060RDPT,0,4,0
-8.94340,39.46512,060RDPT,0,4,0
-8.93714,39.47963,060RDPT,0,4,0
-9.09072,39.49937,060RDPT,0,4,0
-8.88372,39.56247,060RDPT,0,4,0
-8.87624,39.57402,060RDPT,0,4,0
-8.87439,39.57725,060RDPT,0,4,0
-8.85123,39.63240,060RDPT,0,4,0
-8.83062,39.71580,060RDPT,0,4,0
-8.78565,39.74483,060RDPT,0,4,0
-8.86445,39.74678,060RDPT,0,4,0
-8.78276,39.76379,060RDPT,0,4,0
-8.77779,39.76614,060RDPT,0,4,0
-8.77056,39.76946,060RDPT,0,4,0
-8.72742,39.82104,060RDPT,0,4,0
-8.72218,39.82849,060RDPT,0,4,0
-8.69735,39.86398,060RDPT,0,4,0
-8.65423,39.89550,060RDPT,0,4,0
-8.64623,39.89813,060RDPT,0,4,0
-8.62858,39.96505,060RDPT,0,4,0
-8.60076,39.99712,060RDPT,0,4,0
-8.59232,40.00232,060RDPT,0,4,0
-8.58913,40.00760,060RDPT,0,4,0
-8.54635,40.05541,060RDPT,0,4,0
-8.43217,40.18440,060RDPT,0,4,0
-8.42934,40.18750,060RDPT,0,4,0
-8.40050,40.30491,060RDPT,0,4,0
-8.12532,40.38761,060RDPT,0,4,0
-8.60138,40.64206,060RDPT,0,4,0
-8.67006,41.18731,060RDPT,0,4,0
-7.94458,41.26710,060RDPT,0,4,0
-7.50153,41.36870,060RDPT,0,4,0
-8.80163,41.70268,060RDPT,0,4,0
-8.79729,41.70387,060RDPT,0,4,0
-7.88841,37.02618,090RDPTN125KmDIRA,0,4,0
-7.96543,37.03257,090RDPTN125-10KmDIRSW,0,4,0
-8.04575,37.10493,090RDPTN396KmDIRA,0,4,0
-8.24985,37.11187,090RDPTN395KmDIRA,0,4,0
-7.65638,37.13142,090RDPTN125KmDIRW,0,4,0
-7.48868,37.29914,090RDPTIC27KmDIRA,0,4,0
-8.46175,37.14249,090RDPTN124-1Km6DIRSW,0,4,0
-8.45556,37.14435,090RDPTN124-1Km6DIRNE,0,4,0
-8.53307,37.17832,090RDPTN124KmDIRA,0,4,0
-8.31962,37.31233,090RDPTIC1KmDIRA1,0,4,0
-8.35858,37.34673,090RDPTIC1KmDIRA2,0,4,0
-8.34314,37.38794,090RDPTIC1KmDIRA3,0,4,0
-8.33740,37.40074,090RDPTIC1KmDIRA4,0,4,0
-8.33360,37.40580,090RDPTIC1KmDIRA5,0,4,0
-8.32439,37.41632,090RDPTIC1KmDIRA6,0,4,0
-7.95158,37.86506,090RDPTIP2KmDIRA1,0,4,0
-7.93329,37.87296,090RDPTIP2KmDIRA2,0,4,0
-7.91991,37.87995,090RDPTIP2KmDIRA3,0,4,0
-8.13968,38.07693,090RDPTIP8N259KmDIRA,0,4,0
-8.03372,38.06492,090RDPTIP8N121KmDIRA1,0,4,0
-7.96296,38.05043,090RDPTIP8N121KmDIRA2,0,4,0
-7.87503,37.94214,090RDPTIP2KmDIRA4,0,4,0
-7.87044,37.92128,090RDPTIP2KmDIRA5,0,4,0
-7.75611,38.02494,090RDPTIP8N260KmDIRA1,0,4,0
-7.71031,38.01252,090RDPTIP8N260KmDIRA2,0,4,0
-7.75241,38.02527,090RDPTIP8N260KmDIRA3,0,4,0
-8.83389,37.97965,090RDPTA26-1KmDIRS,0,4,0
-8.82309,38.01084,090RDPTA26-1KmDIRSSW,0,4,0
-8.81148,37.97368,090RDPTIP8A26KmDIRSW,0,4,0
-8.65193,38.14027,090RDPTIP8IC33KmDIRA1,0,4,0
-8.65149,38.12514,090RDPTIP8A26KmDIRA,0,4,0
-8.64551,38.16731,090RDPTIP8A26KmDIRA2,0,4,0
-8.64109,38.08938,090RDPTIP8A26KmDIRA3,0,4,0
-8.62654,38.19232,090RDPTA26IC33KmDIRA,0,4,0
-8.54635,38.25585,090RDPTIC1N120KmDIRA,0,4,0
-8.53900,38.21564,090RDPTIP8IC33KmDIRA,0,4,0
-8.14587,38.54192,090RDPTM370KmDIRA,0,4,0
-8.05549,38.60616,090RDPTN114KmDIRA,0,4,0
-8.03764,38.60159,090RDPTN114KmDIRA2,0,4,0
-8.19242,38.64473,090RDPTN114KmDIRA3,0,4,0
-8.13724,38.67646,090RDPTN4KmDIRA,0,4,0
-8.08554,38.61872,090RDPTN114KmDIRA4,0,4,0
-8.07316,38.61313,090RDPTN114KmDIRA5,0,4,0
-7.96691,38.72763,090RDPTN4KmDIRA2,0,4,0
-7.83711,38.14312,090RDPTIP2KmDIRA,0,4,0
-7.81145,38.17964,090RDPTIP2KmDIRA2,0,4,0
-7.80360,38.18988,090RDPTIP2KmDIRA3,0,4,0
-7.66459,37.98967,090RDPTIP8N260KmDIRA,0,4,0
-7.82153,38.53322,090RDPTIP8N18KmDIRA,0,4,0
-7.78161,38.50907,090RDPTIP2N18KmDIRA,0,4,0
-7.80030,38.52134,090RDPTIP2N18KmDIRA2,0,4,0
-7.75886,38.49726,090RDPTIP2N18KmDIRA3,0,4,0
-9.29934,38.73991,090RDPTN249-3KmDIRS,0,4,0
-9.22353,38.73300,090RDPTN117Km3DIRNW,0,4,0
-9.22174,38.73132,090RDPTN117Km3DIRSE,0,4,0
-9.21689,38.72760,090RDPTN117Km3DIRSE2,0,4,0
-9.21977,38.65391,090RDPTA38IC20Km4DIRW,0,4,0
-9.19926,38.65747,090RDPTA38IC20Km3DIRNE,0,4,0
-9.19211,38.65983,090RDPTA38IC20Km2DIRNE,0,4,0
-9.21539,38.65414,090RDPTA38IC20Km4DIRW2,0,4,0
-9.16670,38.77063,090RDPTIP7KmDIRSW,0,4,0
-8.88118,38.85902,090RDPTN118KmDIRA,0,4,0
-8.88084,38.81941,090RDPTN118KmDIRA2,0,4,0
-8.88076,39.15321,090RDPTN365-2KmDIRA,0,4,0
-8.85495,39.15664,090RDPTN365-2KmDIRA2,0,4,0
-8.95574,39.24275,090RDPTIC2N1KmDIRA,0,4,0
-8.71160,39.26370,090RDPTN114CKmDIRW,0,4,0
-8.70470,39.26014,090RDPTN114KmDIRNNW,0,4,0
-8.70389,39.23667,090RDPTCircDomLuisKmDIRSW,0,4,0
-8.69530,39.24760,090RDPTCircDomLuisKmDIRA,0,4,0
-8.54361,38.68372,090RDPTN4KmDIRA,0,4,0
-8.41391,38.66017,090RDPTN4KmDIRA2,0,4,0
-8.38286,38.65439,090RDPTN4KmDIRA3,0,4,0
-8.15951,39.04366,090RDPTN2KmDIRA,0,4,0
-8.14213,39.10324,090RDPTN2KmDIRA2,0,4,0
-8.08315,39.16713,090RDPTN2KmDIRA3,0,4,0
-7.86014,39.12367,090RDPTN370KmDIRA,0,4,0
-7.72856,39.20173,090RDPTN369KmDIRA,0,4,0
-7.70351,39.19703,090RDPTN369KmDIRA2,0,4,0
-7.87640,39.23454,090RDPTN119KmDIRA,0,4,0
-7.74734,38.74207,090RDPTN18KmDIRA,0,4,0
-7.72382,38.83459,090RDPTN4KmDIRA,0,4,0
-7.69670,38.83690,090RDPTN4KmDIRA2,0,4,0
-7.65921,38.83651,090RDPTN4KmDIRA3,0,4,0
-7.55806,38.83372,090RDPTN4KmDIRA4,0,4,0
-7.56972,38.86470,090RDPTIP2KmDIRA,0,4,0
-7.48452,38.98017,090RDPTIP2KmDIRA2,0,4,0
-7.48255,38.98259,090RDPTIP2KmDIRA3,0,4,0
-7.47128,38.99602,090RDPTIP2KmDIRA4,0,4,0
-7.46705,39.01368,090RDPTIP2KmDIRA5,0,4,0
-7.46212,38.80852,090RDPTN4KmDIRNE,0,4,0
-7.43191,38.82089,090RDPTN4KmDIRA,0,4,0
-7.41128,38.82687,090RDPTN4KmDIRA2,0,4,0
-7.45818,39.02601,090RDPTIP2KmDIRA6,0,4,0
-7.45422,39.15548,090RDPTIP2KmDIRA7,0,4,0
-7.43779,39.09940,090RDPTIP2KmDIRA8,0,4,0
-7.43686,39.06331,090RDPTIP2KmDIRA9,0,4,0
-7.43611,39.07779,090RDPTIP2KmDIRA10,0,4,0
-7.38325,38.84370,090RDPTN4KmDIRA3,0,4,0
-7.36439,39.19743,090RDPTN246KmDIRA,0,4,0
-7.34510,39.18271,090RDPTN246KmDIRA2,0,4,0
-7.33018,39.16828,090RDPTN246KmDIRA3,0,4,0
-7.31388,38.85680,090RDPTN4KmDIRA4,0,4,0
-7.29716,38.86098,090RDPTN4KmDIRA5,0,4,0
-7.26083,38.86435,090RDPTN4KmDIRA6,0,4,0
-7.30694,39.14777,090RDPTN246KmDIRA4,0,4,0
-7.29514,39.13790,090RDPTN246KmDIRA5,0,4,0
-7.45497,39.18120,090RDPTIP2KmDIRA11,0,4,0
-7.36170,39.19447,090RDPTN246KmDIRA6,0,4,0
-7.35313,39.18897,090RDPTN246KmDIRA7,0,4,0
-7.52689,39.34104,090RDPTN18KmDIRA2,0,4,0
-7.47175,39.31066,090RDPTN18KmDIRA3,0,4,0
-7.53922,39.35062,090RDPTN18KmDIRA4,0,4,0
-7.48260,39.39078,090RDPTN246KmDIRA8,0,4,0
-7.47420,39.37980,090RDPTN246KmDIRA9,0,4,0
-7.56642,39.37093,090RDPTN18KmDIRA5,0,4,0
-7.50637,39.33038,090RDPTIP2KmDIRA12,0,4,0
-7.45288,39.23532,090RDPTIP2KmDIRA13,0,4,0
-7.44149,39.30558,090RDPTN246KmDIRA10,0,4,0
-7.43880,39.28744,090RDPTIP2KmDIRA14,0,4,0
-7.38062,39.22160,090RDPTN246KmDIRA11,0,4,0
-8.97250,39.64723,090RDPTN242-4KmDIRA,0,4,0
-8.96466,39.54790,090RDPTN8KmDIRA,0,4,0
-8.83887,39.61228,090RDPTIC9KmDIRA,0,4,0
-8.77552,39.75476,090RDPTN113KmDIRA,0,4,0
-8.77447,39.74855,090RDPTN113KmDIRA2,0,4,0
-8.54434,40.19202,090RDPTN343KmDIRA,0,4,0
-8.45554,40.16881,090RDPTN1KmDIRA,0,4,0
-8.50134,40.19989,090RDPTN341KmDIRSW,0,4,0
-8.49391,40.20191,090RDPTN341KmDIRNE,0,4,0
-8.48815,40.12637,090RDPTN1KmDIRSW,0,4,0
-8.48366,40.12843,090RDPTN1KmDIRA2,0,4,0
-8.44267,40.26642,090RDPTA31KmDIRN,0,4,0
-8.33253,40.12156,090RDPTN17-1KmDIRA,0,4,0
-8.31872,40.30265,090RDPTIP3Km10DIRSE,0,4,0
-8.57432,40.35189,090RDPTN234KmDIRA,0,4,0
-8.20659,40.34880,090RDPTN2KmDIRA,0,4,0
-8.05090,40.31798,090RDPTIC6KmDIRA,0,4,0
-8.11288,40.43196,090RDPTIP3KmDIRNE,0,4,0
-8.11072,40.43575,090RDPTIP3KmDIRSSW,0,4,0
-8.08236,40.49919,090RDPTIP3KmDIRA,0,4,0
-8.10240,39.28432,090RDPTN2KmDIRA2,0,4,0
-8.07733,39.27825,090RDPTN2KmDIRA3,0,4,0
-8.06554,39.27344,090RDPTN2KmDIRA4,0,4,0
-7.88606,39.44572,090RDPTN118KmDIRA,0,4,0
-7.83877,39.44338,090RDPTN118KmDIRA2,0,4,0
-7.80762,39.44611,090RDPTN118KmDIRA3,0,4,0
-7.91762,39.73628,090RDPTIC8KmDIRA,0,4,0
-7.86981,39.72016,090RDPTIC8KmDIRA2,0,4,0
-7.77560,39.52095,090RDPTIP2Km155DIRA,0,4,0
-7.78828,39.53033,090RDPTIP2KmDIRA2,0,4,0
-7.78797,39.68609,090RDPTIC8KmDIRA3,0,4,0
-7.95330,39.75860,090RDPTIC8KmDIRA4,0,4,0
-8.48794,40.50150,090RDPTN235KmDIRA,0,4,0
-8.46886,40.59512,090RDPTM578KmDIRA,0,4,0
-8.47528,40.66167,090RDPTN1KmDIRA3,0,4,0
-8.04017,40.65135,090RDPTIP5KmDIRA,0,4,0
-7.89063,40.68346,090RDPTIP5KmDIRA2,0,4,0
-8.63011,41.11656,090RDPTA1KmDIRNW,0,4,0
-8.57601,41.13099,090RDPTA20KmDIRN,0,4,0
-8.63559,41.12616,090RDPTA1KmDIRN,0,4,0
-8.58221,41.16472,090RDPTA20KmDIRS,0,4,0
-8.60844,41.17357,090RDPTA20KmDIRSE,0,4,0
-8.67758,41.19070,090RDPTA28Km1DIRNW,0,4,0
-8.30048,41.23721,090RDPTN106KmDIRA,0,4,0
-8.31525,41.27528,090RDPTN106KmDIRNE,0,4,0
-8.50048,41.40456,090RDPTN14KmDIRA,0,4,0
-8.03390,41.25737,090RDPTA4KmDIRNE,0,4,0
-8.01636,41.26913,090RDPTA4KmDIRA,0,4,0
-7.91390,41.27940,090RDPTA4KmDIRA,0,4,0
-8.50125,41.40356,090RDPTN14KmDIRS,0,4,0
-8.50861,41.41802,090RDPTN14KmDIRSE,0,4,0
-8.31880,41.43770,090RDPTN206KmDIRW,0,4,0
-8.43954,41.54353,090RDPTA3KmDIRSW,0,4,0
-8.42826,41.57209,090RDPTN101KmDIRNW,0,4,0
-8.44867,41.61674,090RDPTN101KmDIRA,0,4,0
-8.55491,41.78236,090RDPTIC28KmDIRA,0,4,0
-8.50744,41.79629,090RDPTIC28KmDIRA,0,4,0
-8.46899,41.80407,090RDPTIC28KmDIRA2,0,4,0
-8.43357,41.81398,090RDPTIC28KmDIRNNE,0,4,0
-7.59675,39.38758,090RDPTN18KmDIRA,0,4,0
-7.60131,39.39951,090RDPTN18KmDIRA2,0,4,0
-7.60807,39.40527,090RDPTN18KmDIRA3,0,4,0
-7.66586,39.41123,090RDPTIP2KmDIRA,0,4,0
-7.64458,39.41413,090RDPTIP2KmDIRA2,0,4,0
-7.69895,39.41801,090RDPTIP2KmDIRA3,0,4,0
-7.71131,39.42642,090RDPTIP2KmDIRA4,0,4,0
-7.71862,39.43180,090RDPTIP2KmDIRA5,0,4,0
-7.74033,39.45886,090RDPTIP2KmDIRA6,0,4,0
-7.63161,39.46034,090RDPTN18KmDIRA4,0,4,0
-7.74566,39.46267,090RDPTIP2KmDIRA7,0,4,0
-7.63520,39.47221,090RDPTN18KmDIRA5,0,4,0
-7.76012,39.47737,090RDPTIP2Km160DIRA,0,4,0
-7.77071,39.51794,090RDPTIP2KmDIRA8,0,4,0
-7.80444,41.28370,090RDPTA4Km23DIRNW,0,4,0
-7.82623,41.28411,090RDPTA4KmDIRSE,0,4,0
-7.81516,41.28463,090RDPTA4KmDIRE,0,4,0
-7.68956,41.32655,090RDPTA4Km27DIRE,0,4,0
-7.50936,40.24594,090RDPTN18-4KmDIRA,0,4,0
-7.45702,40.27157,090RDPTA23KmDIRA,0,4,0
-7.45230,40.31039,090RDPTN18KmDIRA,0,4,0
-7.32056,41.26990,090RDPTIC5KmDIRA,0,4,0
-7.25423,41.25751,090RDPTIC5KmDIRA2,0,4,0
-7.23485,41.26386,090RDPTIC5KmDIRA3,0,4,0
-7.17922,41.30142,090RDPTIC5KmDIRA4,0,4,0
-7.14841,41.38553,090RDPTM603KmDIRA,0,4,0
-7.08223,41.27585,090RDPTN102KmDIRA,0,4,0
-7.26094,40.83541,090RDPTIP2KmDIRS,0,4,0
-7.23220,40.87417,090RDPTN102KmDIRA2,0,4,0
-7.22015,40.90056,090RDPTIP2KmDIRSW,0,4,0
-7.21191,40.91319,090RDPTIP2Km84DIRA,0,4,0
-7.12873,40.71996,090RDPTN221KmDIRA,0,4,0
-7.21688,40.49108,090RDPTN233KmDIRA,0,4,0
-7.20488,40.60353,090RDPTN221KmDIRA2,0,4,0
-7.19845,40.62525,090RDPTN221KmDIRA3,0,4,0
-8.26212,37.57463,090RDPTIC1Km264DIRA,0,4,0
-8.51746,38.40140,090RDPTIC1KmDIRA,0,4,0
-8.38597,38.01187,090RDPTIC1KmDIRA,0,4,0
-8.29513,38.10485,090RDPTN259KmDIRA,0,4,0
-7.98925,38.76822,090RDPTN370KmDIRA2,0,4,0
-7.22111,38.96194,090RDPTN246KmDIRA,0,4,0
-7.21756,38.77826,090RDPTN373KmDIRA,0,4,0
-9.33751,39.33873,090RDPTIP6KmDIRNNW,0,4,0
-9.28572,39.32621,090RDPTIP6KmDIRA,0,4,0
-8.86554,40.06929,090RDPTN109KmDIRA,0,4,0
-8.75630,39.65779,090RDPTIC9KmDIRW,0,4,0
-8.63080,39.23511,090RDPTLocalKmDIRA,0,4,0
-8.37754,39.93191,090RDPTN110KmDIRA,0,4,0
-8.16785,39.50839,090RDPTN2KmDIRA,0,4,0
-8.14358,39.90606,090RDPTIC8KmDIRSE,0,4,0
-8.60981,40.75997,090RDPTN109-5KmDIRA,0,4,0
-8.47822,40.88852,090RDPTN1KmDIRS,0,4,0
-8.58708,42.04620,090RDPTN101KmDIRA,0,4,0
-7.82793,40.72059,090RDPTN229KmDIRA,0,4,0
-7.73967,40.76725,090RDPTN329KmDIRA,0,4,0
-7.44972,40.58333,090RDPTN17KmDIRA,0,4,0
-7.22995,41.49806,090RDPTN213KmDIRA,0,4,0
-6.98145,40.61598,090RDPTN324KmDIRA,0,4,0
-6.80922,41.75053,090RDPTN15KmDIRA,0,4,0
-6.79839,41.79218,090RDPTIP4KmDIRA,0,4,0
-6.79491,41.76822,090RDPTN15KmDIRA2,0,4,0
-6.79423,41.77782,090RDPTIP4KmDIRA2,0,4,0
-7.84578,37.02364,050RDPT,0,4,0
-7.93546,37.02585,050RDPT,0,4,0
-7.83053,37.02971,050RDPT,0,4,0
-7.94857,37.03145,050RDPT,0,4,0
-7.83110,37.03226,050RDPT,0,4,0
-7.94906,37.03227,050RDPT,0,4,0
-7.82802,37.03387,050RDPT,0,4,0
-7.82856,37.03857,050RDPT,0,4,0
-7.87185,37.05397,050RDPT,0,4,0
-7.80039,37.07498,050RDPT,0,4,0
-8.09243,37.07823,050RDPT,0,4,0
-8.02149,37.08427,050RDPT,0,4,0
-8.26904,37.08901,050RDPT,0,4,0
-7.70842,37.08953,050RDPT,0,4,0
-7.70679,37.09035,050RDPT,0,4,0
-8.12488,37.09080,050RDPT,0,4,0
-7.70512,37.09112,050RDPT,0,4,0
-8.10605,37.09231,050RDPT,0,4,0
-8.23788,37.09237,050RDPT,0,4,0
-8.23609,37.09262,050RDPT,0,4,0
-7.90720,37.09450,050RDPT,0,4,0
-7.90687,37.09509,050RDPT,0,4,0
-8.18690,37.09625,050RDPT,0,4,0
-8.25554,37.09629,050RDPT,0,4,0
-8.67825,37.09696,050RDPT,0,4,0
-8.46349,37.10431,050RDPT,0,4,0
-8.18067,37.10827,050RDPT,0,4,0
-8.67660,37.10967,050RDPT,0,4,0
-8.68710,37.11015,050RDPT,0,4,0
-8.68653,37.11029,050RDPT,0,4,0
-8.67509,37.11549,050RDPT,0,4,0
-7.65173,37.11565,050RDPT,0,4,0
-8.54768,37.11899,050RDPT,0,4,0
-8.55335,37.12066,050RDPT,0,4,0
-8.54994,37.12131,050RDPT,0,4,0
-8.14511,37.12318,050RDPT,0,4,0
-8.19288,37.12363,050RDPT,0,4,0
-8.33475,37.12417,050RDPT,0,4,0
-8.32359,37.12420,050RDPT,0,4,0
-8.54785,37.12682,050RDPT,0,4,0
-8.30020,37.12793,050RDPT,0,4,0
-8.30320,37.12816,050RDPT,0,4,0
-8.30384,37.12825,050RDPT,0,4,0
-8.15401,37.12855,050RDPT,0,4,0
-8.27569,37.12891,050RDPT,0,4,0
-7.64063,37.12915,050RDPT,0,4,0
-8.01790,37.12925,050RDPT,0,4,0
-8.33103,37.12966,050RDPT,0,4,0
-8.25458,37.13035,050RDPT,0,4,0
-8.35074,37.13172,050RDPT,0,4,0
-8.25704,37.13175,050RDPT,0,4,0
-7.89223,37.13190,050RDPT,0,4,0
-8.44916,37.13195,050RDPT,0,4,0
-8.35183,37.13205,050RDPT,0,4,0
-8.35274,37.13209,050RDPT,0,4,0
-8.00470,37.13728,050RDPT,0,4,0
-7.71208,37.14013,050RDPT,0,4,0
-7.97700,37.14525,050RDPT,0,4,0
-7.97338,37.14655,050RDPT,0,4,0
-8.65316,37.15028,050RDPT,0,4,0
-8.53948,37.15054,050RDPT,0,4,0
-8.22216,37.15344,050RDPT,0,4,0
-7.77019,37.15358,050RDPT,0,4,0
-8.53614,37.15880,050RDPTDIRSW,0,4,0
-8.53600,37.15886,050RDPTDIRNE,0,4,0
-8.21892,37.16025,050RDPT,0,4,0
-8.29753,37.16070,050RDPT,0,4,0
-8.21890,37.16275,050RDPT,0,4,0
-6.02281,41.03279,040ABADA300CL-517Km27.6TravesíaZafrónTapadoCL,0,4,0
-0.03791,39.99684,040SMAKCastellonCocheAlBajarElPuente,0,4,0
-6.22360,41.03027,050ABADA300CL-517Km44.8TravesíaVillarDePeralonsoCL,0,4,0
-6.58488,40.97359,050ABADA300CL-517Km77.5TravesíaCerralboCL,0,4,0
-5.74764,40.96088,050ABADA300CL-517Km2.7TravesíaDoñinosDeSalamancaCL,0,4,0
-5.90481,40.99742,050ABADA300CL-517Km16.8TravesíaGolpejasCL,0,4,0
-5.97058,41.01245,050ABADA300CL-517Km22.7TravesíaVillarmayorCL,0,4,0
-6.11311,41.03526,050ABADA300CL-517Km35.6TravesíaVillasecoDeLosGamitosCL,0,4,0
-6.43321,41.01310,050ABADA300CL-517Km63.1TravesíaVitigudinoCL,0,4,0
1.18937,41.91892,050TOM5C-14.SalidaPonts(L).DirAndorra.CocheTrasVallaBar,0,4,0
-5.52966,42.65196,050JJOFRobledoDeTorioDirLeon,0,4,0
-4.57401,40.29679,050LEBACL-501Km13.9SotilloAdradaDirMadrid,0,4,0
-3.72055,40.40397,050LMFRPaseoPontonesTRIP,0,4,0
-3.46599,42.89602,050SLZKN-629Moneo,0,4,0
-3.88731,37.45262,050VICOA-403DireccionAlcalaLaReal,0,4,0
-3.54672,37.94216,060TOM5N-316.DirUbeda(CA).CocheCarrilDchoTrasCurvaYPróxCruce,0,4,0
-3.85860,37.40985,060VICON-432TRIPAmbasDIR-1,0,4,0
-3.87028,37.42273,060VICON-432TRIPAmbasDIR-2,0,4,0
1.25306,41.93695,070TOM5C-14AntesPons(L)DIRLeridaTRIP,0,4,0
-4.19813,40.72995,070Kx0-N-603TrasPeajeDIRSegoviaPELIGROSOEscondidoTapia.,0,4,0
-5.02534,41.50386,070PEP1N-122EnMediana,0,4,0
-7.63583,43.15925,080JOSNLU-541DAMILMultanova,0,4,0
-5.92051,41.00065,090ABADCL-517Km18.2Golpejas,0,4,0
-6.14995,41.03157,090ABADCL-517Km38.6Escondidotraspared,0,4,0
-5.86760,40.78907,090EDUPC-512VecinosSATrasPared,0,4,0
